SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,Yes,No,60,No,No,Yes,No,Two year,No,Credit card (automatic),101.15,6067.4,0
0,Yes,Yes,23,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,66.25,1533.8,0
0,No,No,66,No,Yes,Yes,No,Month-to-month,No,Electronic check,99.5,6710.5,1
1,No,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,95.05,1290.0,1
0,Yes,Yes,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,0
0,Yes,Yes,63,Yes,No,No,No,One year,Yes,Credit card (automatic),99.65,6311.2,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,0
0,Yes,Yes,62,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,0
1,Yes,No,16,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,0
0,Yes,No,71,Yes,No,Yes,No,One year,Yes,Credit card (automatic),104.1,7412.25,0
0,No,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,79.0,303.15,1
0,Yes,No,15,No,No,No,No,Month-to-month,No,Electronic check,88.15,1390.6,1
0,No,No,21,Yes,No,No,Yes,Two year,No,Mailed check,35.1,770.4,0
0,Yes,Yes,20,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.4,825.4,0
0,Yes,Yes,47,No,Yes,No,No,Month-to-month,No,Electronic check,54.25,2538.2,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,0
0,No,No,18,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.35,1299.8,0
0,No,No,24,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,0
0,Yes,No,56,No,Yes,No,Yes,One year,Yes,Electronic check,107.25,6033.3,0
0,No,No,5,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,1
0,Yes,Yes,17,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,1
1,No,No,13,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.85,1235.55,0
0,Yes,Yes,59,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.5,5861.75,0
1,Yes,No,29,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.9,2745.2,1
0,Yes,Yes,28,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,0
0,No,No,46,Yes,No,Yes,No,Two year,No,Mailed check,79.2,3593.8,0
1,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,1
1,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,1
0,No,No,12,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1
0,Yes,Yes,51,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,0
0,No,No,60,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),39.6,2424.5,0
0,Yes,Yes,16,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,0
0,Yes,Yes,70,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0
0,Yes,Yes,35,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,0
0,Yes,No,37,No,No,Yes,Yes,Two year,No,Mailed check,94.3,3460.95,0
0,Yes,Yes,54,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0
1,Yes,No,72,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,0
0,No,No,1,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,0
1,No,No,23,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.35,1835.3,0
0,Yes,Yes,43,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0
0,No,Yes,70,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),64.95,4551.5,0
0,No,No,6,No,No,No,No,Month-to-month,No,Credit card (automatic),45.0,298.7,0
0,Yes,No,42,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,0
0,No,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,85.65,321.65,1
0,Yes,No,72,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.3,5980.55,0
0,Yes,Yes,1,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1
0,No,No,10,No,Yes,No,No,Month-to-month,No,Electronic check,79.85,797.25,0
0,No,No,54,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,4308.25,0
0,Yes,No,71,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,0
0,No,No,42,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,0
0,Yes,Yes,52,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,1
0,No,No,3,No,No,No,No,Month-to-month,No,Credit card (automatic),53.4,188.7,1
1,Yes,No,70,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,0
0,Yes,No,65,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,1
1,Yes,No,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,0
0,Yes,No,61,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,0
0,No,No,37,No,Yes,Yes,No,One year,No,Electronic check,80.05,3019.1,0
1,Yes,No,36,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.5,3436.1,1
0,Yes,No,33,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.4,3409.6,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,84.6,0
0,No,No,3,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,217.55,1
1,Yes,No,35,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.8,3437.5,0
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,1
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0
0,Yes,Yes,72,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,0
0,No,No,18,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0
0,Yes,Yes,70,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,0
1,No,No,11,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,0
1,No,No,3,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,1
0,Yes,Yes,5,No,No,No,No,Month-to-month,Yes,Electronic check,80.85,356.1,0
0,No,No,33,No,Yes,No,No,One year,Yes,Electronic check,39.1,1309.0,0
0,No,No,32,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,0
0,Yes,Yes,48,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,0
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,78.05,78.05,1
0,No,Yes,18,Yes,No,No,No,Month-to-month,No,Electronic check,64.8,1166.7,0
0,Yes,No,26,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,0
1,Yes,Yes,56,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,0
1,No,No,35,No,No,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,0
1,Yes,No,20,No,Yes,No,Yes,Month-to-month,No,Electronic check,107.05,2172.05,0
0,Yes,Yes,58,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,0
0,Yes,Yes,33,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,1
0,Yes,Yes,6,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.55,477.55,1
1,No,No,4,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,292.8,1
0,No,Yes,48,No,Yes,Yes,Yes,Two year,Yes,Mailed check,95.5,4627.85,1
0,No,No,63,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,0
0,No,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,85.95,1215.65,0
0,Yes,Yes,72,No,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,0
0,No,No,18,No,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,0
0,Yes,No,32,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,0
0,No,Yes,5,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,0
0,Yes,Yes,23,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,0
0,No,No,15,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1
0,Yes,No,57,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.65,5497.05,0
0,Yes,Yes,29,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,1
0,No,No,20,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.4,1398.6,0
1,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,1
0,Yes,No,42,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,0
0,Yes,No,36,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.6,3366.05,0
0,No,Yes,48,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.75,3682.45,0
0,Yes,No,70,No,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,0
0,No,No,3,Yes,No,No,Yes,Month-to-month,No,Mailed check,34.25,139.35,1
0,No,No,20,No,No,No,No,Month-to-month,Yes,Electronic check,85.25,1734.5,1
1,No,No,1,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.0,85.0,1
0,No,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,79.3,523.15,1
0,Yes,Yes,72,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0
0,Yes,No,30,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,0
1,Yes,No,54,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,0
0,Yes,Yes,48,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,0
0,No,No,21,No,No,No,No,Month-to-month,Yes,Electronic check,97.35,2119.5,1
0,Yes,No,70,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.6,5706.2,0
1,Yes,No,38,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.6,4009.2,0
0,No,No,8,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.1,504.05,0
0,No,No,4,No,No,No,No,Month-to-month,No,Mailed check,50.4,206.6,1
0,Yes,Yes,63,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),83.5,5435.0,0
0,Yes,Yes,47,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.0,2768.65,0
0,Yes,No,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,0
0,No,No,39,No,No,Yes,Yes,One year,No,Electronic check,81.9,3219.75,0
1,No,No,39,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.75,4036.0,0
0,Yes,Yes,68,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,56.4,3948.45,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1
1,Yes,No,33,Yes,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,0
0,Yes,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,0
1,Yes,No,44,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0
0,Yes,Yes,10,No,No,No,No,Month-to-month,Yes,Electronic check,88.85,929.45,0
0,No,Yes,62,No,No,Yes,No,One year,Yes,Electronic check,100.15,6413.65,1
0,No,No,12,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1
0,No,No,50,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0
0,Yes,No,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0
0,Yes,Yes,10,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,1
0,No,No,48,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,0
0,Yes,No,15,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.35,1114.55,0
0,No,No,58,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,0
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0
0,No,No,12,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,0
0,Yes,No,12,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.85,866.45,1
0,No,No,65,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,0
0,No,No,7,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,0
1,No,No,2,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,1
0,No,No,20,No,No,No,No,Month-to-month,No,Electronic check,78.8,1641.3,0
1,Yes,No,65,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),92.7,5968.4,0
1,Yes,No,45,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),75.15,3480.35,0
0,Yes,Yes,12,No,No,No,No,Month-to-month,Yes,Mailed check,56.3,628.65,0
1,Yes,No,6,No,No,No,No,Month-to-month,Yes,Electronic check,84.35,474.9,1
1,No,No,47,Yes,No,No,No,Month-to-month,No,Mailed check,85.5,4042.3,1
0,Yes,Yes,8,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,0
0,Yes,No,57,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,0
0,No,No,2,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,1
0,No,No,14,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,79.95,79.95,1
0,Yes,No,37,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.2,3754.6,1
0,No,No,14,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,1178.4,1
0,No,No,59,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.35,3645.5,0
0,Yes,Yes,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,0
0,No,No,8,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,0
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,85.8,85.8,1
0,No,No,5,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,0
0,No,No,58,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,0
0,No,No,10,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,1
0,Yes,Yes,36,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,0
1,Yes,No,7,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0
0,No,Yes,11,Yes,No,No,Yes,One year,Yes,Mailed check,36.05,402.6,0
0,No,No,3,No,Yes,No,No,Month-to-month,No,Mailed check,29.2,98.5,0
0,No,No,4,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,0
0,Yes,Yes,15,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,0
0,Yes,Yes,2,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,1
0,Yes,Yes,28,No,Yes,Yes,No,One year,No,Bank transfer (automatic),100.35,2799.0,0
0,No,No,33,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.65,2989.6,0
1,Yes,Yes,72,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,0
0,Yes,No,12,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.2,690.5,0
1,Yes,No,27,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1
1,Yes,No,32,No,No,No,No,Month-to-month,Yes,Electronic check,85.0,2642.05,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,0
1,No,No,68,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1396.0,0
1,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,0
0,No,No,35,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),102.35,3626.1,1
0,Yes,No,72,Yes,Yes,Yes,Yes,Two year,No,Mailed check,68.15,4808.7,0
0,No,Yes,56,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,0
0,No,No,2,No,No,No,Yes,Month-to-month,Yes,Electronic check,30.9,59.05,1
0,No,No,3,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,244.65,1
0,No,No,64,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,0
0,Yes,No,70,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.15,2692.75,0
0,Yes,No,63,No,Yes,Yes,No,One year,Yes,Electronic check,107.5,6873.75,1
0,No,No,51,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,0
0,Yes,Yes,13,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0
0,No,No,13,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,0
1,No,No,3,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1
0,Yes,No,71,No,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,0
0,Yes,No,49,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0
0,No,No,2,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,0
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,1
0,No,No,10,No,No,No,Yes,Two year,Yes,Mailed check,29.6,299.05,0
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,1
0,No,No,36,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,689.0,0
0,Yes,No,24,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,533.9,0
0,No,No,13,No,No,No,No,Month-to-month,Yes,Electronic check,84.6,1115.2,1
0,No,No,2,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,152.7,1
1,No,No,49,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,1
0,Yes,No,38,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,0
0,No,Yes,66,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1357.1,0
1,Yes,No,7,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,0
0,No,No,14,No,No,Yes,No,Month-to-month,No,Electronic check,75.35,1025.95,1
0,Yes,Yes,11,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,54.65,54.65,0
0,No,Yes,48,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,0
0,No,No,13,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4,261.3,0
0,Yes,No,33,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1
0,Yes,No,28,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,0
0,Yes,No,21,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,1
1,Yes,Yes,32,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.95,2861.45,0
0,No,No,14,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,0
0,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0
0,Yes,Yes,11,Yes,No,No,No,Month-to-month,No,Electronic check,50.55,565.35,0
0,Yes,Yes,44,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,0
0,Yes,Yes,3,No,Yes,No,No,Month-to-month,No,Mailed check,40.3,92.5,0
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,0
0,No,No,36,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,0
0,No,No,40,No,Yes,No,Yes,One year,No,Credit card (automatic),36.0,1382.9,0
0,Yes,Yes,43,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,0
0,No,Yes,8,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,1
0,Yes,Yes,68,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,0
0,No,No,29,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0
1,No,No,3,No,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,1
0,Yes,Yes,13,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0
